15.7	215.5	323.7	102	38	0.43	12588
12.1	313.9	326.3	101.6	74	0.23	12589
17.5	250.5	357.6	101.8	17	0.65	12590
16.5	278.8	349.5	101.9	43	0.42	12687
16.2	281.5	281.3	101.8	32	0.47	12688
12.4	258.7	344.6	101.7	40	0.39	12689
14.2	215.9	304.6	101.4	36	0.38	12690
15.7	254.2	177.7	101.6	57	0.28	12787
15.8	238.7	230.8	101.7	36	0.37	12788
12.3	348	321.8	102.1	66	0.33	12789
14.4	225	312	101.5	42	0.36	12790
15.5	362.2	304.4	101.7	77	0.28	12887
16.5	230	315.6	101.7	34	0.43	12888
11.4	277	273.9	102	68	0.22	12889
14.9	280.6	360.1	101.9	24	0.58	12890
13.8	291.5	325.3	101.7	71	0.26	12987
14.1	295.6	303.9	101.8	73	0.28	12988
11.2	274.7	357.6	101.8	75	0.22	12989
13.4	244.6	356.6	101.4	41	0.4	12990
13.6	376.7	257.8	101.4	67	0.28	13087
13.5	279.2	281.7	101.7	69	0.25	13088
14.2	278.3	354.5	101.7	40	0.4	13089
13.3	369.9	225.9	100.9	67	0.25	13090
13.6	292.5	362.3	101.7	70	0.3	13187
13.2	302	238.6	101.5	67	0.26	13188
14	227.8	345.6	101.6	34	0.41	13189
13.2	389	321.3	100.8	62	0.35	13190
14.3	262.8	359.7	101.6	60	0.32	20187
13.6	414.1	289.5	101.4	67	0.32	20188
12.2	276.5	335.2	101.6	69	0.3	20189
13.8	659.2	302.1	101.4	62	0.51	20190
13.5	290.2	329.7	101.3	67	0.27	20287
11.8	408.6	93.9	101.1	93	0.08	20288
12.3	389.9	152.2	102	81	0.2	20289
12.5	306.1	382.1	102.1	40	0.48	20290
13.8	306.1	227.9	101.3	77	0.18	20387
13.3	266	253.7	101.9	74	0.21	20388
12.8	399.5	300.7	102.2	67	0.29	20389
12.3	262.8	311.1	102.3	35	0.4	20390
14.7	384.5	384.6	101.6	75	0.32	20487
13.6	219.6	347.7	101.9	53	0.31	20488
12.5	622.3	161	101.7	90	0.19	20489
11	360.8	177.1	101.6	62	0.29	20490
17	285.2	375.6	101.9	38	0.51	20587
14	254.2	368.9	102.1	32	0.47	20588
9.8	603.6	244.5	101.8	50	0.45	20589
11.3	293.4	394.9	102	52	0.37	20590
19.6	454.6	382.9	101.8	25	0.85	20687
15.9	295.2	404.4	101.9	33	0.6	20688
8.7	413.2	321.2	102	19	0.53	20689
11.8	194.5	388.9	101.7	52	0.34	20690
21.1	415	217.5	101.6	20	0.81	20787
14.7	206.8	400.9	102	30	0.49	20788
10.3	311.1	176.3	102	33	0.4	20789
12.3	272	251.3	101.6	62	0.29	20790
18	256	259.5	101.4	35	0.49	20887
14.6	220.9	403.6	101.9	42	0.43	20888
13.6	384	191.9	101.8	33	0.51	20889
13	343	267.8	101.7	53	0.37	20890
16	291.1	211.2	101.4	70	0.25	20987
16	283.3	384.3	101.8	47	0.44	20988
13.2	306.1	151	102.3	88	0.17	20989
12.2	272.9	402	102.3	53	0.39	20990
16.6	272.4	268.4	101.5	81	0.19	21087
18.5	348	409	101.5	37	0.6	21088
13.4	391.3	314.9	102.6	84	0.2	21089
13.3	293.8	396.3	102.1	48	0.44	21090
16.3	358.1	293.2	101.9	80	0.24	21187
20.5	270.1	429.5	101.6	23	0.73	21188
11.4	267.4	339.3	102.3	73	0.24	21189
14.7	275.1	375.6	101.6	55	0.37	21190
15.9	448.7	263.3	102.1	78	0.26	21287
18.7	258.7	418.6	101.6	22	0.67	21288
11.2	345.3	297.1	101.8	64	0.29	21289
14.7	340.7	316.1	101.4	71	0.29	21290
15.7	406.3	209.2	102	76	0.21	21387
16.2	211.4	423	101.5	42	0.46	21388
10.1	371.7	271.2	101.6	68	0.24	21389
13.4	554.4	208	101.3	63	0.41	21390
16.1	329.4	381.5	101.7	74	0.3	21487
16.4	284.7	414.7	101.6	43	0.45	21488
10.3	338	426.5	101.9	63	0.33	21489
9.6	757.1	329.8	101.2	33	0.75	21490
13.7	279.2	167.7	101.4	84	0.14	21587
15.4	263.3	411.6	101.4	48	0.4	21588
11.3	357.1	416.5	102.5	66	0.32	21589
8.5	332.5	427.1	102	29	0.48	21590
14.3	442.8	424.4	101.6	55	0.5	21687
12.8	281.1	415.4	101.2	78	0.26	21688
11.2	327.5	414.2	102.4	70	0.29	21689
9.7	358.5	422.9	102.1	42	0.46	21690
13.7	231.4	409.9	101.7	52	0.36	21787
15.1	524.3	447.5	101.8	20	0.76	21788
12.3	318	413.4	102.1	65	0.31	21789
12.2	681	187.4	101.8	65	0.4	21790
13.4	317.1	393.1	101.3	59	0.4	21887
13.3	427.8	368.7	101.3	63	0.44	21888
11.7	348.5	304	101.7	80	0.2	21889
11.8	505.7	171.7	101.8	67	0.31	21890
13.7	378.1	418.7	101.4	36	0.53	21987
15	370.4	429.1	101.8	26	0.62	21988
13.3	334.4	259.2	101.6	77	0.22	21989
9.9	327.1	434.6	102.2	52	0.39	21990
13.7	378.6	421.6	101.7	29	0.58	22087
15.3	306.1	430.1	102.1	29	0.61	22088
13.8	397.2	385.1	101.8	75	0.3	22089
11.2	307.5	406.7	102.3	52	0.38	22090
13.2	353	467	101.7	41	0.52	22187
15.5	301.6	394.9	101.8	39	0.49	22188
16.9	367.6	416.9	102.1	39	0.56	22189
12.8	236	355.3	102	62	0.31	22190
11.7	347.6	314.7	101.2	72	0.27	22287
13.8	280.2	368.5	101.4	75	0.27	22288
18.6	308.9	355.5	102	26	0.63	22289
15.6	240.5	355.5	101.9	41	0.42	22290
11.2	579.9	207.9	100.5	68	0.31	22387
13.8	366.7	384.5	101.6	73	0.32	22388
18.4	240.5	383.1	101.6	36	0.55	22389
17.8	224.6	413.7	102	33	0.54	22390
9.9	562.6	223.6	100.5	71	0.27	22487
14.2	390.9	400.4	101.8	76	0.3	22488
18.4	282.9	360.3	101.7	48	0.49	22489
17.1	184.5	362.5	101.9	37	0.42	22490
9.9	495.2	346.3	100.7	68	0.3	22587
16	353.5	369.9	101.5	63	0.39	22588
18.6	303.4	368.6	101.9	37	0.53	22589
16.6	206.8	298.8	101.8	50	0.36	22590
11.1	439.1	370.9	101.2	58	0.38	22687
16.6	354.9	282.9	101.4	70	0.32	22688
17.2	323.9	457.2	101.8	52	0.52	22689
13.9	236.9	396.8	101.8	74	0.26	22690
12.1	291.5	460.3	101.9	61	0.39	22787
17.9	544.4	292.1	101.7	68	0.39	22788
14.7	310.2	392	101.1	74	0.3	22789
14	303.4	464.8	101.9	71	0.36	22790
12.3	328	413.1	101.9	61	0.35	22887
16.5	379.9	319	101.9	85	0.23	22888
14.4	415	375	101.2	72	0.35	22889
13.6	388.6	388.1	102	74	0.36	22890
15.9	539.8	289.2	101.9	76	0.29	22988
12.6	316.1	440.9	101.6	73	0.32	30187
14.4	424.1	272.6	101.7	81	0.21	30188
13.6	338.5	379.7	101.5	66	0.34	30189
14.1	329.8	252.6	101.9	66	0.3	30190
13.6	315.2	417.2	101.8	63	0.35	30287
13.7	376.3	466.7	101.4	70	0.37	30288
13.2	653.7	172.3	101.1	84	0.22	30289
14.7	319.8	305.2	101.9	62	0.35	30290
15.5	214.6	461	101.9	53	0.4	30387
14.1	355.3	405.9	101.7	77	0.29	30388
11.9	594.9	348.1	101	58	0.45	30389
15.3	368.5	378	101.8	70	0.41	30390
19.4	270.1	344.5	101.6	30	0.59	30487
14.7	395.9	337.5	101.9	74	0.3	30488
11.9	347.1	439.1	101.9	46	0.45	30489
14.4	460.6	202.5	101.6	62	0.39	30490
17.7	451.4	214.4	101.5	52	0.48	30587
15.3	345.3	363.9	102	77	0.3	30588
13.6	364.4	461	102.1	56	0.46	30589
13.1	635.9	383.2	101.7	50	0.6	30590
15.1	248.3	138.6	101.5	89	0.11	30687
14.5	342.1	332.2	101.7	77	0.28	30688
15.8	350.8	499.8	101.4	49	0.53	30689
12.8	346.2	502.6	101.8	53	0.5	30690
14.7	374	259	101.6	86	0.18	30787
15.2	372.2	430.9	101.6	66	0.42	30788
17.9	328.9	476.5	101.1	52	0.53	30789
14	230.5	448.8	101.6	61	0.36	30790
14.8	349.4	358.6	101.6	77	0.28	30887
15.4	425.5	519.2	102.1	69	0.43	30888
13.9	402.2	434.3	101.4	82	0.28	30889
13.9	345.8	326.6	101.3	63	0.36	30890
14.8	305.7	253.5	101.7	75	0.22	30987
13.9	339.4	359.8	102.1	81	0.24	30988
14.9	348.5	467.9	101.9	71	0.38	30989
13.6	342.6	221.2	101.3	57	0.33	30990
14.2	343	350.4	101.9	75	0.27	31087
14.2	414.1	515.9	101.4	48	0.56	31088
14.6	451.9	424.2	101.9	75	0.35	31089
14	433.7	293.9	101.4	61	0.39	31090
15.7	436.4	494.4	102.1	70	0.46	31187
14	446.9	516.9	101.4	47	0.61	31188
15.3	483.8	410	102	78	0.34	31189
12.6	676.9	315	101.5	57	0.49	31190
15.1	435	269.5	101.9	80	0.28	31287
14.6	365.8	535	101.8	27	0.71	31288
15.3	324.8	425.1	101.9	83	0.28	31289
12.3	631.4	449.8	101.8	51	0.61	31290
15.4	395	461	101.9	67	0.43	31387
15.2	383.6	525.5	101.9	25	0.78	31388
14.4	335.3	466	101.8	79	0.34	31389
11.7	352.1	435.3	102.1	48	0.46	31390
14.9	495.2	404	101.4	69	0.43	31487
15.2	292.5	516.6	101.4	30	0.6	31488
14.8	368.5	489	101.4	69	0.42	31489
12.6	311.6	504.2	102	48	0.5	31490
14.1	399.5	389.9	101.4	57	0.44	31588
14.1	377.6	479.2	101.4	77	0.35	31589
15.1	298.8	543.3	101.5	41	0.61	31590
14.1	349.9	496.6	101.2	59	0.47	31687
14.7	453.7	435.3	101.8	60	0.48	31688
14.2	399.5	349.7	101.7	70	0.34	31689
17.6	298.4	401.3	101.8	27	0.63	31690
14	273.3	547.8	101.5	62	0.44	31787
15.2	362.2	543.8	102.2	60	0.54	31788
14.8	475.6	547.4	101.8	67	0.52	31789
16.4	312	542.7	101.6	43	0.62	31790
14	345.3	336.7	101.2	74	0.28	31887
16.5	281.5	571.1	102.2	42	0.65	31888
15.2	345.3	495.1	101.8	63	0.44	31889
14.9	340.7	538.4	101.5	64	0.44	31890
14	687	466.9	101.2	56	0.62	31987
19.6	308.9	571.2	101.7	24	0.87	31988
15.7	298.4	512	101.7	67	0.42	31989
14.6	349.4	440.6	101.7	76	0.31	31990
13.2	411.4	520.6	101.5	60	0.52	32087
19.4	175.8	510	101.6	21	0.69	32088
17.4	369	527.2	101.5	71	0.49	32089
17	306.1	311.7	101.6	65	0.31	32090
12.8	629.1	333.7	101.3	65	0.46	32187
16.5	270.1	529.2	101.7	55	0.53	32188
19	351.2	538.3	101.7	26	0.78	32189
18.2	262.8	542.7	101.5	50	0.53	32190
12.7	637.3	456.1	101.5	54	0.6	32287
15.7	351.7	506.5	101.8	70	0.42	32288
16	293.4	560.4	101.3	53	0.55	32289
14.6	335.7	477.5	101.5	78	0.33	32290
12.7	384.9	469.5	101.6	65	0.41	32387
16.2	319.3	560	101.7	72	0.46	32388
14.6	441	391.6	101.5	71	0.38	32389
14.6	336.6	494.8	101.5	74	0.38	32390
13.8	407.3	501.1	101.1	61	0.49	32487
18.8	375.8	584.9	101.3	56	0.64	32488
14.9	365.3	405.1	101.8	67	0.39	32489
14.1	301.1	256.8	101.4	78	0.22	32490
14.7	236.9	587.7	101.3	55	0.54	32587
23.7	326.6	560.1	101.4	22	0.97	32588
14.3	565.3	174.5	101.4	95	0.17	32589
15.4	335.3	415.3	101.7	65	0.41	32590
15.4	237.3	589	101.8	57	0.52	32687
24	284.7	588	101.1	26	0.96	32688
13.4	610.9	441.8	101.2	60	0.55	32689
14.9	370.4	294.8	101.5	76	0.28	32690
14.6	347.6	513.8	101.6	71	0.43	32787
18.5	431.4	538.9	100.9	71	0.57	32788
14.1	376.7	552.2	101.7	63	0.51	32789
14.6	420.9	284.5	101.6	63	0.38	32790
15.2	313	572.1	101.4	65	0.49	32887
17.8	436.9	574.2	101.3	72	0.54	32888
15.7	316.6	578.6	102	63	0.52	32889
13	426.4	202.6	101.4	80	0.24	32890
17.4	314.8	559.6	101.6	34	0.7	32987
18.6	315.2	584.3	101.5	32	0.8	32988
15.9	373.5	551.1	101.9	78	0.44	32989
14	312	342.4	101.4	70	0.3	32990
18.1	331.6	560.7	101.8	18	0.89	33087
15.8	355.8	476.2	101	66	0.51	33088
16.9	374	561.5	101.7	73	0.49	33089
14.1	337.6	298.7	101.3	68	0.31	33090
17.7	264.2	601.2	101.3	20	0.79	33187
17.4	404.1	561.5	101.2	38	0.71	33188
18.8	326.2	577.7	101.4	58	0.6	33189
14.6	327.5	378.9	101.4	70	0.34	33190
16.9	375.8	585.4	101.6	44	0.72	40187
18.2	326.6	587.3	101.6	26	0.81	40188
17.3	358.5	574.3	101.5	68	0.54	40189
14.9	326.6	249.7	101.5	69	0.28	40190
14.9	395.9	444.7	101.6	70	0.43	40287
17.1	307.5	613.6	101.5	40	0.7	40288
16.8	343.9	571.6	101.6	66	0.52	40289
16.1	376.7	549.9	101.7	69	0.5	40290
14.3	616.8	441.6	101.2	65	0.45	40387
16.6	271	618.8	101.3	54	0.62	40388
17.6	401.8	555	101.5	68	0.54	40389
18.1	278.3	430.1	101.4	53	0.45	40390
13.9	372.2	552	101.4	69	0.46	40487
16	378.1	553.7	101.4	68	0.52	40488
23.6	320.2	611.7	101.4	42	0.89	40489
17.1	395.9	504.9	101.3	83	0.41	40490
14.8	335.7	572.2	101.7	68	0.48	40587
17.7	315.2	591.3	101.6	68	0.53	40588
27.1	395.9	619.9	101.4	20	1.28	40589
17.2	399.1	418.1	101.5	77	0.36	40590
15.9	378.6	598.4	101.5	70	0.54	40687
19.4	388.1	609.5	101.4	62	0.67	40688
27.3	303.8	632.9	101.4	19	1.19	40689
15.9	446	283.7	101.6	79	0.28	40690
18	332.5	575	101.4	59	0.61	40787
18	299.7	527.7	101.2	72	0.47	40788
24.7	251.5	612	101.3	27	0.95	40789
16	398.1	337.9	101.6	74	0.34	40790
19.7	289.3	629.9	101.4	49	0.77	40887
17.1	342.1	589.4	101.2	75	0.49	40888
20.3	307.9	586.7	101	55	0.68	40889
16.4	427.8	524	101.8	67	0.51	40890
19.7	305.7	627.3	101.5	34	0.78	40987
17.7	338.9	545.6	101.4	78	0.45	40988
17.2	394.5	520.8	101.2	74	0.47	40989
16.4	359.9	615.8	101.9	68	0.55	40990
16.3	356.7	609.7	101.5	74	0.5	41087
19.6	343	529.9	101.4	59	0.55	41088
17.6	370.8	543.4	101.3	69	0.53	41089
17.8	286.1	546.9	101.9	69	0.48	41090
15.5	435	289.8	101.1	73	0.33	41187
18.6	410.4	537.4	101.2	68	0.52	41188
16.5	389.5	286.8	101.1	81	0.28	41189
18.5	294.3	629.8	101.4	65	0.58	41190
16	436	542.1	101.2	65	0.55	41287
18.4	395	485.7	101.2	71	0.45	41288
16.4	423.7	285.4	101.1	75	0.32	41289
18.1	356.7	589.9	101.1	70	0.53	41290
17.7	307.9	614.5	101.5	68	0.56	41387
17.6	408.6	416.9	101.2	74	0.4	41388
17.3	345.8	405.7	101.4	66	0.44	41389
16.3	375.4	480.2	101.5	76	0.4	41390
20	407.3	607.2	101.4	43	0.78	41487
15.3	543.9	285	101.2	74	0.32	41488
17.7	415.5	440.7	101.6	73	0.45	41489
16.6	369.4	585.2	101.7	68	0.55	41490
18.7	355.3	580.9	101.4	61	0.6	41587
13.7	500.6	372.4	101.2	64	0.42	41588
17.2	460.1	451.8	101.4	73	0.45	41589
17	366.3	514.4	101.4	61	0.56	41590
16.5	340.3	554.9	101.4	78	0.43	41687
15.8	404.5	526.1	101.6	66	0.51	41688
17.5	415	408.3	101.4	68	0.46	41689
17.1	648.2	425.8	101.1	63	0.58	41690
15.2	319.3	294.7	101.2	75	0.27	41787
15.6	480.6	293.6	101.9	75	0.35	41788
17.5	458.7	485.8	101.6	66	0.55	41789
16.4	529.3	432.5	101.1	79	0.42	41790
15.5	474.2	407	101.1	67	0.46	41887
15.8	431.9	411.6	101.8	78	0.37	41888
17.5	411.8	503.4	101.5	72	0.49	41889
17	363.5	548.2	101.4	73	0.5	41890
16.5	405.9	636.1	101.4	59	0.68	41987
16.9	470.6	546.8	101.4	70	0.53	41988
17.2	358.5	513.2	101.3	74	0.45	41989
16.8	430.5	316.8	101.6	74	0.36	41990
19.1	364	682.2	101.6	40	0.88	42087
14.2	492.4	245.2	101	88	0.19	42088
17.7	361.2	511.1	101.3	72	0.47	42089
16.8	387.2	342.9	101.6	74	0.35	42090
22.5	362.2	669.4	101.4	21	1.14	42187
14.2	524.3	326.6	100.5	74	0.32	42188
17.8	454.6	431.6	101.3	73	0.44	42189
16.7	365.3	369	101.5	72	0.38	42190
21.8	366.7	656.8	101.2	27	1.03	42287
15.2	400.4	520.3	101.4	69	0.47	42288
17	462.4	555.7	101.3	63	0.62	42289
16.6	368.1	451.4	101.4	59	0.52	42290
18.1	362.2	605.7	101.5	69	0.58	42387
14.9	472.9	392.6	101.7	69	0.44	42388
16.5	512.5	603.3	101.4	62	0.69	42389
16.4	516.1	359.3	101.2	74	0.37	42390
17.5	322.5	631.9	101.4	67	0.58	42487
15.2	407.3	637.6	102	61	0.6	42488
15.4	509.3	458.5	101.5	54	0.62	42489
16.3	502.5	478	101.1	69	0.53	42490
16.5	354	455.6	101.5	73	0.41	42587
16.4	390.9	682.5	101.5	70	0.6	42588
14.9	461	611.2	101.6	51	0.71	42589
17.1	361.2	685	101.3	64	0.66	42590
16.4	307	313.6	101.7	76	0.3	42687
16.3	423.7	627.4	101.2	77	0.52	42688
15.2	487	617.2	101.9	61	0.65	42689
17.5	349.4	586.5	101.2	76	0.49	42690
16.2	377.6	307.6	101.5	83	0.26	42787
16.1	389.5	382.1	101.2	71	0.39	42788
15.6	415	684.5	101.6	62	0.66	42789
17.7	326.2	630.5	101.3	74	0.55	42790
16.5	287.4	309.7	101.5	81	0.25	42887
16.8	411.8	454.9	101.6	59	0.54	42888
16.7	341.2	607.4	101.4	61	0.58	42889
17.5	404.5	604.4	101.2	69	0.6	42890
16.5	362.6	274.4	101.4	77	0.28	42987
16.8	335.7	689.6	101.8	65	0.65	42988
17.3	353.5	617.1	101.4	67	0.57	42989
16.9	599.9	290.5	101	73	0.42	42990
17.5	433.7	577.7	101.6	64	0.62	43087
16.6	638.7	558	101.6	67	0.65	43088
17.5	451	638.1	101.6	64	0.67	43089
14.8	492.4	347.9	101.1	55	0.5	43090
17.1	463.3	542.6	101.6	65	0.58	50187
15.9	669.6	652.3	101.8	44	0.98	50188
16.9	430.9	608.9	101.6	74	0.54	50189
16	389.5	646.5	101.1	62	0.64	50190
17.7	436.4	714.7	101.8	36	0.97	50288
17.3	323.9	671.6	101.5	70	0.59	50289
16.1	417.3	582.4	101.3	65	0.57	50290
18.6	403.6	695.6	101.3	60	0.74	50387
17.7	287.9	715.2	101.3	50	0.76	50388
17.3	369	612.9	101.4	74	0.52	50389
17	372.2	688.6	101.4	66	0.67	50390
20.4	345.8	707.9	101.2	56	0.78	50487
16.1	410.9	613.2	101.3	72	0.56	50488
17.5	350.3	459.5	101.2	77	0.39	50489
18.6	422.3	665.7	101.4	75	0.63	50490
19	390.4	684.9	101.2	77	0.62	50587
14.5	596.8	562	101.8	55	0.69	50588
17.5	353	529	101.3	77	0.45	50589
21.5	392.7	673.9	101.1	59	0.83	50590
18.4	367.6	559.2	101.2	74	0.51	50687
14.5	573.1	638.9	102.1	56	0.73	50688
17.6	337.6	584	101.6	73	0.52	50689
22.7	298.8	674.5	100.9	49	0.83	50690
17.6	354.9	323	101.2	80	0.29	50787
14.9	462.8	537.9	101.9	68	0.52	50788
17.9	431.9	614.5	101.6	75	0.57	50789
17.4	415.9	480.2	101	77	0.42	50790
18.2	371.3	442	101.2	77	0.4	50887
15.5	509.8	660.6	101.9	66	0.64	50888
17.7	438.7	559.8	101.2	74	0.53	50889
16.1	393.1	672.7	101.3	66	0.65	50890
18.1	445.5	286.9	101.3	82	0.28	50987
16.8	428.2	703.6	101.7	63	0.71	50988
17.9	668.3	488.9	101.3	76	0.56	50989
16.8	369.4	604.3	101.5	63	0.62	50990
17.5	337.1	348.1	101.1	83	0.28	51087
20	384.5	717.1	101.7	57	0.84	51088
16.4	656.4	483.5	101.6	60	0.67	51089
16.7	538	375.1	101.4	54	0.6	51090
18.3	355.3	466.6	101.1	79	0.41	51187
20.2	339.4	690.2	101.5	64	0.72	51188
15.7	629.6	374.1	101.6	61	0.57	51189
16.7	443.7	437.5	101.3	64	0.52	51190
18.9	401.3	442.8	101	79	0.4	51287
19.9	328.4	711	101.4	65	0.71	51288
16.4	462.8	545.6	101.5	62	0.61	51289
16.9	339.4	511.2	101.4	65	0.51	51290
17.6	361.2	308.1	101.2	84	0.25	51387
17.8	347.1	704.1	101.4	78	0.6	51388
16.1	477.4	368.9	101.3	67	0.47	51389
17.3	436.4	550	101.3	64	0.61	51390
17.5	326.6	333.4	101.2	81	0.29	51487
15.8	364.4	531.6	101.2	84	0.36	51488
16	424.1	350.3	101.2	67	0.41	51489
17.1	405.9	392.7	101.3	63	0.48	51490
17.4	386.8	251	101.4	84	0.23	51587
16.2	344.4	473.2	101.4	84	0.33	51588
16	387.2	299.1	101	67	0.38	51589
16.7	414.5	595.7	101.5	64	0.62	51590
18.4	376.7	477.6	101.3	73	0.47	51687
17.4	361.2	488	101.4	75	0.45	51688
17.1	366.7	531.2	101.2	68	0.53	51689
17.2	357.1	534.5	101.5	69	0.5	51690
18.6	470.1	402.6	101.1	73	0.46	51787
16.5	432.8	298.6	101.1	77	0.32	51788
16.5	384.5	324.8	101.6	76	0.34	51789
17.6	357.6	604.6	101.5	64	0.63	51790
17.4	420.5	533.1	101.3	62	0.61	51887
17.5	376.3	595.1	101	67	0.58	51888
17.5	393.6	556.6	101.6	68	0.57	51889
16.8	373.5	619.5	101.5	64	0.64	51890
16.8	432.3	413.8	101.3	60	0.53	51987
18.9	370.8	701.2	101	68	0.69	51988
18.4	400.4	676.7	101.5	65	0.71	51989
15.8	482.4	360.6	101.5	60	0.49	51990
17.2	469.2	476.8	101.3	53	0.63	52087
19.3	425	679.7	101.2	73	0.66	52088
17.9	445.5	660.4	101.6	74	0.62	52089
17.4	406.8	678.8	101.7	60	0.73	52090
17.2	438.2	611.5	101.6	60	0.68	52187
18.8	355.3	642.5	101.3	75	0.57	52188
18.2	405.4	639.4	101.4	72	0.61	52189
18.4	395.4	592.7	101.6	69	0.6	52190
17.3	463.7	650.7	101.6	66	0.69	52287
19.2	345.3	525.6	101.1	77	0.46	52288
17.8	391.3	620.7	101.5	69	0.58	52289
19.9	454.2	642.4	101.4	68	0.72	52290
17.5	528	539.3	101.6	62	0.66	52387
17.4	385.4	514.4	101.1	80	0.43	52388
18.3	500.6	629.8	101.6	65	0.69	52389
18.4	482.9	433	101.1	75	0.46	52390
17	495.6	341.2	101.5	66	0.48	52487
17.1	397.2	546.9	101.3	71	0.52	52488
17.7	393.6	712	101.5	64	0.74	52489
17.9	416.4	623.3	101.2	66	0.62	52490
16.2	720.7	313.2	101.2	58	0.6	52587
17.6	316.1	479.2	101.5	75	0.43	52588
